,MI_dir_L.1_weight,MI_dir_L.1_mean,MI_dir_L.1_variance,H_L.1_weight,H_L.1_mean,H_L.1_variance,HH_L.1_mean,HH_L.1_std,HH_L.1_magnitude,HH_L.1_radius,HH_L.1_covariance,HH_L.1_pcc,HH_jit_L.1_weight,HH_jit_L.1_mean,HH_jit_L.1_variance,HpHp_L.1_weight,HpHp_L.1_mean,HpHp_L.1_std,HpHp_L.1_magnitude,HpHp_L.1_radius,HpHp_L.1_covariance,HpHp_L.1_pcc,HH_L.1_weight
899,29.9887628,8.4433231,2228.366988,29.9887628,8.4433231,2228.366988,86.55851857,9.56368634,15.4819366,91.419414,0.375628132,0.56349452,5.257415692,31.52671784,32.6598711,5.257415692,86.55851857,9.56368634,15.4819366,91.419414,0.375628132,0.56349452,5.257415692
81,3.9884964,8.72313744,2157.289544,3.9884964,8.72313744,2157.289544,86.55851945,9.56367571,15.481953,91.4192128,-0.238328498,-0.35751151,5.257412179,31.5267423,32.663717,5.257412179,86.55851945,9.56367571,15.481953,91.4192128,-0.238328498,-0.35751151,5.257412179
811,31.9515818,8.5669486,211.279155,31.9515818,8.5669486,211.279155,6,,6,,,,1.7217414,125.4554683,5.63764263,1.7217414,6,,6,,,,1.7217414
812,31.5379793,79.83289162,236.16626,31.5379793,79.83289162,236.16626,75.44272355,79.57882574,125.362182,1941.6326,39.5559378,0.28724582,9.535934588,17.3372734,49.9663891,1,73,,73,,,,9.535934588
813,32.217435,79.21353459,1984.47938,32.217435,79.21353459,1984.47938,73.95526897,75.78633357,125.8197778,1748.887,163.21699,0.1679912,1.3819799,15.8932917,39.336644,5.759485,6,9.54E-01,84.85281374,1.20E-01,-4.31E-03,-6.69E-18,1.3819799
814,1.72598893,9,1.82E-01,1.72598893,9,1.82E-01,9,1.35E-01,9,1.82E-01,,,1.72598893,125.43251,0.2482572,1.72598893,9,1.35E-01,9,1.82E-01,,,1.72598893
815,27.82276216,79.26158,1914.9538,27.82276216,79.26158,1914.9538,73.95988213,71.772586,122.5812779,15859.56516,161.1922355,0.18337817,9.696384118,16.8916962,358.451181,1,74,,74,,,,9.696384118
816,28.829561,78.85175827,1848.52854,28.829561,78.85175827,1848.52854,74.46442734,7.633467796,12.687815,61.9321393,0.364214678,0.1949324,4.44176875,56.46854276,722.79358,1,74,,74,,,,4.44176875
817,29.62187545,78.68796856,1786.891742,29.62187545,78.68796856,1786.891742,74.37859861,6.894471693,12.624859,6.9878398,0.398678,0.1783589,5.4119436,46.2176394,6334.6296,1.99394243,74,,74,,,,5.4119436
818,3.2147836,78.5328114,1728.45414,3.2147836,78.5328114,1728.45414,74.3188571,6.32861235,12.5815643,6.4423673,0.2567313,0.1653119,6.3366199,39.23946497,5594.796167,2.96565584,74,,74,,,,6.3366199
819,3.79794676,77.9315541,1683.121734,3.79794676,77.9315541,1683.121734,72.6131961,68.34655985,121.139275,14242.79961,125.9837465,0.15891181,1.36543432,15.7444548,336.1722254,5.659656945,6,6.74E-01,84.85281374,6.43E-01,-1.92E-03,-4.23E-18,1.36543432
811,31.371968,77.8574292,1629.94481,31.371968,77.8574292,1629.94481,74.2743341,5.87126344,12.5493172,6.96153,0.217471232,0.1513278,7.162496227,34.3221856,4962.67965,3.884171249,74,,74,,,,7.162496227
8111,32.28913734,77.441178,1583.647948,32.28913734,77.441178,1583.647948,73.25833393,6.13297975,14.178651,38.32338,0.11755229,0.8191381,8.1442893,3.15351592,4477.462668,4.874156564,72.3586939,3.23569553,13.4977298,1.43657964,,,8.1442893
8112,33.28912859,81.3167649,1952.582545,33.28912859,81.3167649,1952.582545,86.7984754,39.55572,114.364647,1524.916516,0.741665427,0.815125,9.14426723,26.8559123,476.363113,5.874155243,93.57728344,46.93766526,119.39136,223.14442,,,9.14426723
8113,34.2634524,8.59223531,191.91258,34.2634524,8.59223531,191.91258,84.73667728,37.58632528,139.7917751,5626.234419,111.488882,0.4355971,1.12128737,24.23798473,3736.124291,6.85954744,89.55764,44.45976664,142.835835,58.364756,14.439187,0.426552777,1.12128737
8114,35.263427,8.17775783,1853.766994,35.263427,8.17775783,1853.766994,83.5191911,36.255778,138.77753,562.359364,1138.932988,0.425687888,11.1212859,22.5856376,3448.25559,7.85954647,86.55975851,42.2748829,14.9759162,5738.43574,1439.24654,0.46175294,11.1212859
8115,35.966755,8.596546,183.248838,35.966755,8.596546,183.248838,72.7386914,65.1967139,118.368833,12988.8538,141.3739392,0.19573138,11.9871631,14.6643548,317.6553327,1,74,,74,,,,11.9871631
8116,36.958689,79.84345764,1755.46614,36.958689,79.84345764,1755.46614,82.327732,34.8694577,131.172536,4837.152986,117.171527,0.464823469,12.428633,2.31166778,3195.622615,1,74,,74,,,,12.428633
8117,37.736654,79.68847137,179.729527,37.736654,79.68847137,179.729527,81.65981345,33.513871,13.7711633,4815.731273,17.88638,0.466951179,12.959795,18.821445,2975.62833,1.99311891,74,,74,,,,12.959795
8118,38.184232,79.5394969,1665.778937,38.184232,79.5394969,1665.778937,81.14697,32.33283168,13.4248134,4798.24468,126.28665,0.463835245,13.78143958,17.679593,2778.73346,2.965673154,74,,74,,,,13.78143958
8119,39.1626554,79.386932,1632.619114,39.1626554,79.386932,1632.619114,71.6656961,62.47835166,115.259268,112.9158,14.9846651,0.2222834,11.8218795,13.7321711,3.18986,6.376488248,6,9.54E-01,84.85281374,9.90E-01,5.71E-03,,11.8218795
812,39.74291286,79.31449835,1594.486729,39.74291286,79.31449835,1594.486729,87.26441489,8.63621241,111.87899,74.58412733,-2.81E-01,-3.41E-01,4.87548918,34.845537,265.9313246,4.87548918,87.26441489,8.63621241,87.26441489,74.58412733,,,4.87548918
8121,4.74231814,79.57676869,1558.84547,4.74231814,79.57676869,1558.84547,87.264434,8.63623913,16.313574,74.58558984,-0.3961521,-0.7198327,4.87543685,34.85115,265.9455597,4.87543685,87.264434,8.63623913,16.313574,74.58558984,-0.3961521,-0.7198327,4.87543685
8122,41.74231753,79.82647287,1523.298661,41.74231753,79.82647287,1523.298661,87.264491,8.6362315,16.313682,74.5855764,-0.3826569,-0.5611849,4.875436986,34.85381,265.9453376,4.875436986,87.264491,8.6362315,16.313682,74.5855764,-0.3826569,-0.5611849,4.875436986
8123,42.6571657,79.6879645,1487.874139,42.6571657,79.6879645,1487.874139,8.6179831,31.2424852,13.1186874,4783.619672,982.9483582,0.459752592,14.4365433,16.65723156,2597.747888,3.88437631,74,9.54E-01,74,9.90E-01,,,14.4365433
8124,4.779419,79.54848278,1452.162133,4.779419,79.54848278,1452.162133,8.15864819,3.212741,129.839576,477.976548,91.752173,0.436315848,14.62849,16.6937534,2424.78135,4.673257319,74,1.35E-01,74,1.82E-01,,,14.62849
8125,39.3456246,79.3824792,1416.316481,39.3456246,79.3824792,1416.316481,71.77942781,59.6438233,115.333237,192.25313,113.794884,0.18794191,11.26914541,14.31625644,277.543292,1,73,,73,,,,11.26914541
8126,39.22323,78.885175,1389.387648,39.22323,78.885175,1389.387648,7.78825886,57.1722382,116.7384414,15.51347,65.8749458,0.118485,11.88437933,13.53334981,26.4133532,6.349855375,6,9.54E-01,84.85281374,9.90E-01,4.38E-03,,11.88437933
8127,39.4523372,78.7612779,1354.76337,39.4523372,78.7612779,1354.76337,71.481735,54.88512941,114.776134,9247.325156,76.2657439,0.1486822,12.71682124,12.6322979,249.492293,1,74,,74,,,,12.71682124
8128,4.4542283,78.6435714,1321.81545,4.4542283,78.6435714,1321.81545,79.72158395,29.1528245,129.5696838,4759.471367,823.971227,0.41319466,14.994482,16.65737,2252.7414,1,74,,74,,,,14.994482
8129,41.372759,78.33796998,1293.636618,41.372759,78.33796998,1293.636618,78.8169134,28.3749494,124.657776,3956.46618,78.5771859,0.441996828,15.6388773,15.1281673,2118.59656,1.99879824,69.99615596,3.999998153,11.8611,15.99998522,,,15.6388773
813,42.37273627,81.1384348,1587.569385,42.37273627,81.1384348,1587.569385,86.16814738,39.6289893,129.3847918,4179.917771,56.616567,0.2541994,16.638824,14.782527,1999.867862,2.99879117,112.3578946,59.96874175,134.5373423,3596.249987,,,16.638824
8131,42.94465696,83.83633157,1855.9928,42.94465696,83.83633157,1855.9928,92.72562679,46.48995776,133.841386,4435.838774,27.7421419,0.93569643,16.9159371,13.331972,189.399785,3.9677944,133.691972,63.564426,152.8421,44.43298,,,16.9159371
8132,43.7552829,86.4634336,213.214519,43.7552829,86.4634336,213.214519,98.663967,51.2725879,138.219253,4677.73714,61.79653223,0.19389689,17.55953347,12.747136,1788.532193,4.88748894,146.6436389,62.17742547,164.2569841,3866.32238,,,17.55953347
8133,42.35227929,89.7336238,2335.235698,42.35227929,89.7336238,2335.235698,14.17847,54.64921128,142.16731,4891.29652,-115.79898,-0.33812897,17.8575924,12.3577796,169.854839,5.691963493,155.495616,59.61588828,172.213785,3554.54136,,,17.8575924
8134,41.3295171,89.9578775,2278.74149,41.3295171,89.9578775,2278.74149,87.86298,7.721376312,112.336348,59.61965216,-2.20E-01,-2.74E-01,4.59288168,36.252264,224.9133469,4.59288168,87.86298,7.721376312,87.86298,59.61965216,,,4.59288168
8135,42.3294856,89.11715334,2224.915982,42.3294856,89.11715334,2224.915982,87.861581,7.72139845,16.495495,59.6291411,-0.1536188,-0.3456645,4.592895552,36.25214452,224.9157886,4.592895552,87.861581,7.72139845,16.495495,59.6291411,-0.1536188,-0.3456645,4.592895552
8136,43.3291632,89.13753257,2173.574626,43.3291632,89.13753257,2173.574626,87.861652,7.721397228,16.4955128,59.6289621,-0.26916847,-0.6541344,4.592893532,36.25216293,224.9159863,4.592893532,87.861652,7.721397228,16.4955128,59.6289621,-0.26916847,-0.6541344,4.592893532
8137,42.9294449,91.65875,2387.6465,42.9294449,91.65875,2387.6465,19.4891586,57.2786682,145.9566737,576.349797,-256.5693514,-0.71969773,17.45449743,12.32523385,1593.999366,6.244894883,162.137511,56.7156935,178.2261745,3216.669532,,,17.45449743
8138,43.7783427,9.92711975,2355.46251,43.7783427,9.92711975,2355.46251,7.1912822,52.6792586,112.136495,7941.8413,66.62491325,0.14678512,11.8532324,13.4968541,236.5874241,6.341475518,6,1.17E-01,84.85281374,1.64E-01,2.20E-03,1.81E-18,11.8532324
8139,42.59512564,9.3419913,2314.46573,42.59512564,9.3419913,2314.46573,17.776,56.527895,144.145589,521.55979,-155.98967,-0.4433734,17.52568583,12.729872,154.1617,6.91258335,148.2298929,62.4957696,165.6746847,3894.955297,,,17.52568583
814,42.149197,89.62189853,228.8147,42.149197,89.62189853,228.8147,69.25783538,5.42236656,111.662293,7866.22497,79.158537,0.18162823,11.875322,13.437445,216.7586842,6.819565976,6,6.74E-01,84.85281374,1.20E-01,-5.63E-03,-8.75E-18,11.875322
8141,4.1291599,92.2977247,254.141636,4.1291599,92.2977247,254.141636,112.398186,58.819433,148.1457756,5193.751587,-269.335576,-0.7357178,16.7175236,12.28969249,1414.878443,7.199396165,155.487,6.31941957,171.7622397,3638.432378,,,16.7175236
8142,39.848494,91.8392617,2449.35384,39.848494,91.8392617,2449.35384,69.58427941,48.18448947,11.28952,7256.46451,68.164693,0.1724394,11.46341861,13.8271378,199.7259951,1,73,,73,,,,11.46341861
8143,38.74657461,9.9831713,2411.567278,38.74657461,9.9831713,2411.567278,68.7936254,46.2212218,111.814253,6714.648,38.8226182,0.1527376,12.7214474,13.9678855,189.87693,6.8381379,6,6.74E-01,84.85281374,4.55E-01,-3.75E-03,,12.7214474
8144,39.33254254,9.19538518,2374.458,39.33254254,9.19538518,2374.458,6,9.54E-01,6,9.90E-01,,,1.69758652,128.3976517,8.349682259,1.69758652,6,9.54E-01,6,9.90E-01,,,1.69758652
8145,39.89932578,9.1948823,2314.54744,39.89932578,9.1948823,2314.54744,88.3485475,6.84323511,112.7181386,46.82943429,-1.39E-01,-2.13E-01,4.384955594,38.2513842,184.265423,4.384955594,88.3485475,6.84323511,88.3485475,46.82943429,,,4.384955594
8146,4.8993246,9.1858374,2257.95436,4.8993246,9.1858374,2257.95436,88.3484331,6.843225826,16.8761517,46.8348895,-0.15243788,-0.43279831,4.384966381,38.254352,184.262839,4.384966381,88.3484331,6.843225826,16.8761517,46.8348895,-0.15243788,-0.43279831,4.384966381
8147,41.89932264,9.18139557,224.61337,41.89932264,9.18139557,224.61337,88.3484375,6.843224973,16.8761636,46.8347748,-0.21411736,-0.5718883,4.384967354,38.253341,184.2626638,4.384967354,88.3484375,6.843224973,16.8761636,46.8347748,-0.21411736,-0.5718883,4.384967354
8148,41.3742367,89.45191864,2172.274211,41.3742367,89.45191864,2172.274211,68.84957,44.388295,17.9142494,5814.712151,75.2997318,0.22911572,12.38161251,12.72534384,175.3862973,7.414629295,6,6.74E-01,84.85281374,1.20E-01,-3.94E-29,-6.13E-01,12.38161251
8149,35.51944186,92.47978382,2427.595,35.51944186,92.47978382,2427.595,118.8728784,6.83659574,153.1216378,5357.56587,-343.983932,-0.9847194,13.5282336,14.9641546,1392.692893,6.19545511,161.7879662,57.35474152,177.982517,3289.566374,,,13.5282336
815,35.364882,91.55984553,2387.865483,35.364882,91.55984553,2387.865483,67.34432358,42.37425623,17.4513889,5758.9735,71.12164637,0.22691713,1.97753482,14.4322931,187.499297,6.974966664,6,9.54E-01,84.85281374,1.29E-01,-4.19E-29,-4.60E-01,1.97753482
8151,34.5171553,91.5146559,2318.754839,34.5171553,91.5146559,2318.754839,88.7383683,6.2139823,113.243249,36.25723632,-9.24E-01,-1.61E-01,4.232354325,39.4363326,147.1612275,4.232354325,88.7383683,6.2139823,88.7383683,36.25723632,,,4.232354325
8152,35.51715267,91.472935,2253.53212,35.51715267,91.472935,2253.53212,88.7383591,6.2141921,17.199387,36.25845716,-0.155721238,-0.524338,4.232362998,39.4362212,147.1631537,4.232362998,88.7383591,6.2141921,17.199387,36.25845716,-0.155721238,-0.524338,4.232362998
8153,36.51715244,91.43169927,2191.878226,36.51715244,91.43169927,2191.878226,88.73835885,6.21419784,17.187771,36.2589316,-0.117762778,-0.42876446,4.232362148,39.43622953,147.163277,4.232362148,88.73835885,6.21419784,17.187771,36.2589316,-0.117762778,-0.42876446,4.232362148
8154,36.21869638,9.5638685,2157.884625,36.21869638,9.5638685,2157.884625,66.67971763,4.46641482,13.848682,4885.34588,75.598497,0.2751113,11.564376,14.251588,17.76339,7.3863355,6,6.74E-01,84.85281374,6.43E-01,1.29E-29,2.84E-01,11.564376
8155,36.4168188,9.8156738,216.86796,36.4168188,9.8156738,216.86796,67.2156342,38.75466666,14.1926162,4841.57761,6.74726465,0.2314422,11.8598142,13.31795848,165.7167545,1,73,,73,,,,11.8598142
8156,29.4613796,9.7879876,235.35525,29.4613796,9.7879876,235.35525,89.446246,5.267686372,113.2649335,27.74851972,-3.29E-01,,4.119528958,4.54733266,115.289126,4.119528958,89.446246,5.267686372,89.446246,27.74851972,,,4.119528958
8157,3.4613772,9.7621192,1968.537875,3.4613772,9.7621192,1968.537875,89.4461716,5.26776225,17.4298637,27.7494226,-0.164552542,-0.7147252,4.119535372,4.54726773,115.297511,4.119535372,89.4461716,5.26776225,17.4298637,27.7494226,-0.164552542,-0.7147252,4.119535372
8158,31.46137616,9.7378952,195.96867,31.46137616,9.7378952,195.96867,89.446172,5.2677663,17.41993,27.749252,-0.81123387,-0.3836824,4.119534678,4.5472758,115.298235,4.119534678,89.446172,5.2677663,17.41993,27.749252,-0.81123387,-0.3836824,4.119534678
8159,31.38762155,89.11564781,1873.141426,31.38762155,89.11564781,1873.141426,66.4871513,36.81195982,16.383611,4539.919212,34.52938945,0.14249767,9.911997899,16.6732946,216.364158,6.45263321,6,9.54E-01,84.85281374,1.20E-01,2.13E-29,3.31E-01,9.911997899
816,28.31639499,88.54652,1815.838962,28.31639499,88.54652,1815.838962,67.16371726,34.941823,14.9423826,4127.291972,19.98548123,0.911881,9.626332179,16.4831453,195.359176,1,73,,73,,,,9.626332179
8161,29.2796349,87.57155839,178.7342,29.2796349,87.57155839,178.7342,82.52994796,12.973445,18.2182624,168.2998837,-1.96E-01,,4.45833715,37.11393489,13.197526,4.45833715,82.52994796,12.973445,82.52994796,168.2998837,,,4.45833715
8162,3.27963287,86.669939,1746.17989,3.27963287,86.669939,1746.17989,82.52994923,12.9734377,12.72747,168.299997,0.255124376,0.568127,4.4583424,37.11389365,13.1985762,4.4583424,82.52994923,12.9734377,12.72747,168.299997,0.255124376,0.568127,4.4583424
8163,31.27963247,85.886532,1712.34429,31.27963247,85.886532,1712.34429,82.52994999,12.9734333,12.78416,168.2999126,0.233336228,0.478433,4.458342444,37.1138897,13.198445,4.458342444,82.52994999,12.9734333,12.78416,168.2999126,0.233336228,0.478433,4.458342444
8164,32.27962875,85.93849536,1659.824445,32.27962875,85.93849536,1659.824445,83.8985639,12.7545378,19.2655452,145.816584,-1.65E-01,,5.45833626,3.31444427,312.4671382,5.45833626,83.8985639,12.7545378,83.8985639,145.816584,,,5.45833626
8165,33.27733366,86.654554,161.426727,33.27733366,86.654554,161.426727,83.89858561,12.753954,13.1824461,145.8152263,0.1173447,0.27674888,5.45824425,3.31589977,312.3614897,5.45824425,83.89858561,12.753954,13.1824461,145.8152263,0.1173447,0.27674888,5.45824425
8166,34.27733272,86.1754744,1563.8841,34.27733272,86.1754744,1563.8841,83.89858613,12.753952,13.18895,145.8152334,0.11681713,0.25727745,5.45824799,3.31589689,312.3612985,5.45824799,83.89858613,12.753952,13.18895,145.8152334,0.11681713,0.25727745,5.45824799
8167,34.5463134,86.28631533,1518.971752,34.5463134,86.28631533,1518.971752,84.8616613,11.325512,11.68242,127.7476595,-1.42E-01,,6.334911438,26.51995,36.1595563,6.334911438,84.8616613,11.325512,84.8616613,127.7476595,,,6.334911438
8168,35.5462866,86.3991253,1476.566894,35.5462866,86.3991253,1476.566894,84.86171592,11.325234,14.1872316,127.7484267,3.741553,0.327249894,6.334986127,26.4967541,36.1541534,6.334986127,84.86171592,11.325234,14.1872316,127.7484267,3.741553,0.327249894,6.334986127
8169,36.5462772,86.4897791,1436.465178,36.5462772,86.4897791,1436.465178,84.86171558,11.325263,14.1657362,127.748212,3.3349784,0.334886,6.334985471,26.4967864,36.1542816,6.334985471,84.86171558,11.325263,14.1657362,127.748212,3.3349784,0.334886,6.334985471
817,37.12141818,85.7761885,1416.162617,37.12141818,85.7761885,1416.162617,66.4686236,33.23386583,17.65312,3833.183634,12.2977359,0.617662,1.2978318,15.36641847,187.9245413,6.423543179,6,6.74E-01,84.85281374,6.43E-01,3.40E-29,6.67E-01,1.2978318
8171,37.95795851,85.97191,1395.896643,37.95795851,85.97191,1395.896643,6,6.74E-01,6,4.55E-01,,,1.737113756,123.745429,19.535249,1.737113756,6,6.74E-01,6,4.55E-01,,,1.737113756
8172,31.2665377,84.74218385,1355.63558,31.2665377,84.74218385,1355.63558,67.28899346,31.45817965,16.25252,359.6264,5.24717445,0.2874472,9.174871855,17.321874,198.69925,1,74,,74,,,,9.174871855
8173,32.26439635,84.492415,1316.5358,32.26439635,84.492415,1316.5358,112.166758,58.345591,147.9712537,5156.546382,-8.4827182,-0.22165152,6.685268726,3.6616523,2585.285464,1,74,,74,,,,6.685268726
8174,33.4347861,84.9422499,1279.867986,33.4347861,84.9422499,1279.867986,17.1654921,55.8954973,144.2217647,4976.26593,7.6265754,0.2185558,7.639493984,26.77783141,2347.25458,1.993152894,74,,74,,,,7.639493984
8175,33.58855949,83.7936993,1244.76961,33.58855949,83.7936993,1244.76961,13.2793598,53.5865134,141.358592,4821.926284,37.3191887,0.1118961,8.534318863,23.87451449,2135.523824,2.965712582,74,,74,,,,8.534318863
8176,34.11787477,83.963242,1224.33173,34.11787477,83.963242,1224.33173,66.54975971,29.914591,14.6289338,2891.238347,8.1559257,0.521781,9.8621134,16.7569137,192.355432,5.924414349,6,,84.85281374,4.55E-01,1.53E-29,,9.8621134
8177,34.91355965,83.2943928,119.5926,34.91355965,83.2943928,119.5926,85.75115283,1.465319,11.6944453,19.4127127,-1.60E-01,,5.77678268,28.59138911,328.6633513,5.77678268,85.75115283,1.465319,85.75115283,19.4127127,,,5.77678268
8178,35.91355723,83.4876433,1158.655957,35.91355723,83.4876433,1158.655957,85.751197,1.461492,14.8546776,19.413386,1.455517456,0.184648919,5.776764257,28.5918139,328.66771,5.776764257,85.751197,1.461492,14.8546776,19.413386,1.455517456,0.184648919,5.776764257
8179,36.91355652,83.6573725,1128.387758,36.91355652,83.6573725,1128.387758,85.7511931,1.461467,14.8695813,19.4135591,2.2531463,0.24972393,5.77676453,28.5917975,328.66784,5.77676453,85.7511931,1.461467,14.8695813,19.4135591,2.2531463,0.24972393,5.77676453
818,37.62849322,83.472198,11.81287,37.62849322,83.472198,11.81287,1.139534,51.42967672,139.743778,469.571889,57.9423895,0.1811763,9.299739786,21.73966727,1943.717849,3.884195342,74,1.35E-01,74,1.82E-01,,,9.299739786
8181,36.59829193,83.14385966,173.83325,36.59829193,83.14385966,173.83325,97.4639876,49.3724869,137.1666952,4576.837463,69.86861877,0.22737154,9.797983216,2.3375543,1762.63471,4.674628131,74,,74,,,,9.797983216
8182,36.3497579,82.5715961,157.892534,36.3497579,82.5715961,157.892534,65.88728756,28.41762734,14.288189,2865.66589,18.68162743,0.12537141,9.886845367,15.9663418,172.9611587,6.339582174,6,6.74E-01,84.85281374,6.43E-01,1.26E-29,2.78E-01,9.886845367
8183,36.7849932,82.248712,131.523432,36.7849932,82.248712,131.523432,66.54998292,27.142834,13.187695,2616.264452,13.7949662,0.1144533,1.733468,14.68954744,172.713532,1,73,,73,,,,1.733468
8184,35.62728572,82.1717357,14.426444,35.62728572,82.1717357,14.426444,67.2293311,25.9771854,16.126737,2487.629864,5.3265297,0.39573753,11.1368139,14.15168516,16.81433,1,74,,74,,,,11.1368139
8185,36.6243283,81.79826885,978.781845,36.6243283,81.79826885,978.781845,95.6219587,47.31494566,135.476456,4474.55655,76.283922,0.2594357,9.76939388,19.89363663,1583.938616,1,74,,74,,,,9.76939388
8186,37.3711293,81.5895979,954.13285,37.3711293,81.5895979,954.13285,93.9412161,45.46532539,134.969433,439.71895,82.79724943,0.2925997,1.7193147,18.12816638,1466.173493,1.99394595,74,1.35E-01,74,1.82E-01,,,1.7193147
